Timestamp,What name do you want to be listed as?,"What is your Mastodon handle (@user@instance.name)?

11/8/2022 3:36:10,Marco Buiatti,@marcobuiatti@toot.community,"EEG, developmental cognitive neuroscience, newborns, oscillations, frequency-tagging, EEG artifact detection, fractal brain dynamics",Visti my website: https://sites.google.com/a/unitn.it/marcobuiatti/,@marco_buiatti

11/8/2022 3:41:38,Valentin Riedl,@vavatin@mastodon.social,"neuroenergetics, neuromodulator signaling, brain networks, brain imaging, quantitative MRI, ultra-high field MRI, metabolic imaging, MRS","PI @TUM, Germany for neuroenergetics of the human brain with multimodal PET/MRI ",vavatin

11/8/2022 3:42:04,Navin Pokala,@NavinPokala@mastodon.social,"neuroengineering, genetics",PUI,@NavinPokala

11/8/2022 3:46:54,Martin Kronbichler,@mkronbichler@mastodon.online,"fmri, cognitive neuroscience, brain disorders, brain stimulation, cognition",,@MartinKronbich1

11/8/2022 4:00:49,Alwin de Rooij,@Creativity@fediscience.org,"Neurotransmitters, VR and EEG",Neuroscience and Psychology of Creativity,

11/8/2022 4:13:00,Peter Moleman,@MolemanPeter@mastodon.social,"neurophilosophy, emergence, memory, genetics","I have been a psychopharmacologist and professor of Biological Aspects of Psychopathology until my retirement in 2013. Now I study the brain and write short assays, see https://breininactie.com/the-brain-in-action/. I am also writing a book (provisional title: Our Brain, the Body of the Mind). I use mastodon to keep up with developments in the field.",@MolemanPeter

11/8/2022 4:13:56,Jules R DugrÃ©,@jul_dugre@mastodon.online,"fMRI, Psychiatry",,Jul_Dugre

11/8/2022 4:55:27,Alessandro Sanzeni,@asanzeni@qoto.org,Theoretical Neuroscience,,@AlessandroSzeni

11/8/2022 4:57:18,Travis DeWolf,@northproof@mstdn.science,"neuroengineering, neuromorphics, computational neuroscience, motor control","Comp neuro PhD, co-founder of Applied Brain Research. Sometimes I write blog posts at http://studywolf.com.",@northproof

11/8/2022 4:57:46,Vanessa Brown ,@vanessabrown@fediscience.org,"Reinforcement learning, cognitive neuroscience, computational psychiatry",,@nessambrown

11/8/2022 5:07:35,Joe Scherrer,@j.scherrer@mastodon.mit.edu,"neuroengineering, functional imaging, brain-computer interfaces, motor learning, basal ganglia-thalamocortical interactions, songbird models, pain perception",grad student at MIT,@cuttleghoti

11/8/2022 5:22:42,Jonas Wietek,@JWietek@mstdn.science,"optogenetics, electrophysiology, synapse ",Postdoc with Ofer Yizhar at the Weizmann institute of Science.,@JWietek

11/8/2022 5:35:20,Luiz Pessoa,@PessoaBrain@mastodon.social,"emotion, cognition, motivation, evolution","Author of The Entangled Brain, MIT Press",@PessoaBrain

11/8/2022 5:36:40,Brent Elliott ,@psychsleepy@toot.mastodon,Neuropsychiatry ,,

11/8/2022 5:57:26,Kayson Fakhar,@kayson@mas.to,"Artificial Neural Networks, Causality, Perturbation, Brain Mapping",,@kaysonfakhar

11/8/2022 6:00:34,Dan Levenstein,@dlevenstein@fediscience.org,"sleep, computational neuroscience, neuroAI, neurodynamics",,@dlevenstein

11/8/2022 6:03:59,Alexander Harris ,@dr_alexharris@mastodon.social,"Stress, reward seeking, oscillations, psychiatric disorders ",,@dr_alexharris

11/8/2022 6:14:55,Rahul Pal,@rahul@mstdn.science,"Sensorimotor Control, Motor Learning ",,https://twitter.com/misterrahulji

11/8/2022 6:18:20,Pascal Vrticka,@PVrticka@mastodon.social,"social neuroscience, MRI, fMRI, fNIRS hyperscanning, attachment, caregiving","Assistant Professor / Lecturer in Psychology, University of Essex, Colchester, UK",@PVrticka

11/8/2022 6:30:12,rex,@1643511915@openbiblio.social,neurolinguistics,,hangang96

11/8/2022 6:31:26,Federico Micheli,@fmicheli@masto.ai,"consciousness, multisensory integration, illusions, hallucinations, reality monitoring",,@miguelo93

11/8/2022 6:32:38,Matt Krause,@prokraustinator@fediscience.org,"brain stimulation, tES, vision",The one in Montreal,@prokraustinator

11/8/2022 6:34:17,Pritish Patil,@iampritishpatil@qoto.org,"theoretical neuroscience, optogenetics, memory, two-photon",,@iampritishpatil

11/8/2022 6:40:19,Logan Dowdle,@dowdlelt@fediscience.org,"fMRI, ultra-high field imaging, layer fmri, depth-dependent fmri, face perception, task demands",Post Doc at CMRR,@dowdlelt

11/8/2022 6:40:44,Jonathan Peelle,@jpeelle@scholar.social,"speech, language, cognitive neuroscience, oscillations, aging",,@jpeelle

11/8/2022 6:44:02,Bryce Allen Bagley ,@babagley@sfba.social,"complex systems, mathematical methods, translational neuroscience, computational neuroscience, neurophysiology","MD student at Stanford, applying my background in physics, math, engineering, and CS to study problems in translational neuroscience from a complex systems science perspective. This mostly takes the form of creating novel mathematical, algorithmic, and machine learning methods for analyzing multimodal data. ",@B_A_Bagley

11/8/2022 6:51:08,Mara Mather,@Maramather@mstdn.social,"Aging, emotion, locus coeruleus, open science",,@Maramather

11/8/2022 6:57:37,Catrina Hacker,@Catrina_Hacker@qoto.org,"computational neuroscience, systems neuroscience, memory, neural networks",Posting about my science and my sci-comm,@Catrina_Hacker

11/8/2022 7:02:55,Marije ter Wal,@marijeterwal@fediscience.org,"memory, oscillations, hippocampus, PFC, intracranial EEG, stereoEEG, computational neuroscience, models",,@MarijeterWal

11/8/2022 7:22:44,Tristan M. StÃ¶ber,@tristanstoeber@mastodon.online,"Hippocampus, Spiking Neural Networks, Epilepsy",computational neuroscientist | THINK@Ruhr fellow | speaker and co-founder of @LiSNNinitiative | ,@tristanstoeber

11/8/2022 7:28:35,NeuroLeyla,@NeuroLeyla@mstdn.social,"fMRI, computational modeling, decision-making, altered states, NeuroAI, complexity, information theory",American/Tunisian neuroscientist in Switzerland; Mom; indie tip,https://twitter.com/NeuroLeyla

11/8/2022 7:37:32,Guillaume Etter,@mrspaghetti@mastodon.top,"hippocampus, retrosplenial cortex, in vivo optogenetics, in vivo calcium imaging, deep learning models, predictive learning, reinforcement learning, open source",,@etterguillaume

11/8/2022 8:12:37,Deepthi Mahishi,@deeMahishi@qoto.org,"Brainstem circuits, Multiphoton imaging, behaviour, sensory neuroscience, feeding behavior","Iâm an postdoc, and an immigrant neuroscientist working in Cornell. Iâm also invested in DEI initiatives promoting young researchers from marginalized groups.",@deemahishi

11/8/2022 8:25:27,Andrew macaskill,@macaskillaf@fediscience.org,"Systems neuroscience, cells, circuits, hippocampus",,@macaskillaf

11/8/2022 8:44:53,Daniel MÃ¼nch ,@dahaniel@drosophila.social,"sensory processing, internal state, multisensory interaction, volumetric brain imaging, food choice, decision making, drosophila",,dahaniel

11/8/2022 8:58:23,Malte Brammerloh,@drmaltos@mastodon.social,"MRI physics, MRI relaxation theory, Parkinson's disease, histology, MRI microscopy","PhD student at Max Planck Institute for Human Cognitive and Brain Sciences in Leipzig. I am building quantitative models of the iron-induced MRI contrast, especially for the substantia nigra, which is heavily affected in Parkinson's disease. ",@malteBrammerloh

11/8/2022 9:25:53,Niranjana,@nina@sigmoid.social,"Computational neuroscience, learning, and memory, hippocampus, RNN",,@NinaRagav

11/8/2022 9:27:10,Aslan B,@motorneurosci@mstdn.social,"human motor control, eeg, meg, tms, fMRI",,

11/8/2022 9:28:15,Nikolas Karalis,@nikolaskaralis@fediscience.org,"systems and circuit neuroscience, neuromodulators, oscillations",,@nikolaskaralis

11/8/2022 9:46:16,Brenden Tervo-Clemmens,@tervoclemmensb@mastodon.online,Developmental Neuroscience | Substance Use | Quantitative Methods | fMRI,MGH / HMS,@tervoclemmensb

11/8/2022 10:04:22,"Pranav Reddy, MD, MPA",@pranavreddy@mastodon.online,"interventional psychiatry, biological embedding","Psychiatry Resident, BWH/HMS",@born_reddy

11/8/2022 10:31:13,Aditi,@Aditi@drosophila.social,"Behaviour, Physiology, neuroimmune interactions",Postdoc enjoying neuroscience,@aditim_m

11/8/2022 10:38:22,John D. Murray,@johndmurray@fediscience.org,computational neuroscience,associate prof at Yale,@johndmurray

11/8/2022 10:58:11,Oliver Barnstedt ,@obarnstedt@scholar.social,"hippocampus, two-photon imaging, calcium imaging, learning and memory, behavioural neuroscience, neural circuits","Postdoc with Stefan Remy, LIN Germany",@obarnstedt

11/8/2022 11:22:32,Santiago Jaramillo,@santiago@qoto.org,"neural circuits, auditory, behavioral flexibility, neural interfaces",Associate Professor at the University of Oregon,@JaramilloLab

11/8/2022 11:24:32,Tarryn Balsdon,@BalsdonTarryn@qoto.org,"EEG, fMRI, decision-making",Postdoc @ Glasgow uni,@BalsdonTarryn

11/8/2022 11:44:29,Uma Karmarkar,@uma_karma@fediscience.org,"neuroeconomics, decision neuroscience, temporal processing",,

11/8/2022 11:51:05,Albrecht Haase,@neurophysics@mastodon.online,"neurophysics, quantum biology, olfaction, magnetoreception, calcium imaging, two-photon microscopy, optogenetics, insects, honey bees","Associate professor, CIMeC & Department of Physics, University of Trento, Italy",@NeurophysicsT

11/8/2022 12:06:57,Amy Kuceyeski,@amykooz@fediscience.org,"computational modeling, brain connectivity, human MRI, brain recovery, vision, machine learning",Associate Professor of Mathematics and Neuroscience at Weill Cornell Medicine,@amykooz

11/8/2022 12:11:01,Tristan Manfred StÃ¶ber,@tristanstoeber@fediscience.org ," hippocampus, spiking neural networks, plasticity",computational neuroscientist | THINK@Ruhr fellow | speaker and co-founder of @LiSNNinitiative | ,@tristanstoeber

11/8/2022 12:48:41,Cory Inman,@brainscout@mastodon.online,"deep brain stimulation, neuroengineering, oscillations, amygdala, hippocampus",,IM_Inman

11/8/2022 13:07:55,Maria Wimber,@mariawimber@fediscience.org,"Memory, consolidation, forgetting, oscillations,  fMRI, EEG, MEG, intracranial EEG",,MarWimber

11/8/2022 13:49:26,Tobias Staudigl,@tobiasstaudigl@mastodon.online,"Memory, Navigation, Sleep, Oscillations,Thalamus, Eye Movements, EEG, intracranial EEG, DBS, MEG",,@t_staudigl

11/8/2022 13:59:50,Rebecca Brady,@rebeccabrady@fediscisnce,"Neuroimaging, developmental neuroscience, fMRI, diffusion, MRI",,@rebeccagbrady

11/8/2022 14:20:16,Thomas Nowotny ,@drtnowotny@fosstodon.org,"Computational neuroscience, olfaction, mushroom bodies, hybrid systems, biomimetic AI","Professor of Informatics, University of Sussex ",@drtnowotny

11/8/2022 14:58:55,Louis Collins,@dlouiscollins@mastodon.online,"alzheimers, parkinson, mri, neurodeneration, iGNS,","Prof at McGill. Interested in medical image processing, neuroscience and old cars",@dlouiscollins

11/8/2022 15:09:21,Kabir Nigam,@kabir@mastodon.social,"Psychedelics,  neuropharmacology",Psychiatry resident and psychedelic researcher,@kbnigam

11/8/2022 15:15:07,Sander van Bree,@sandervanbree@fediscience.org,"neural oscillations, brain dynamics, cognitive neuroscience, brain stimulation, tacs, metascience",PhD student at the University of Glasgow,@sandervanbree

11/8/2022 15:19:30,Josh Corbett,@joshcorbett@mastodon.social,"Cognitive neuroscience, perception, fMRI, vision",,@jc1100011

11/8/2022 15:36:33,Aina Puce,@socneuroneed@mastdn.social,MEEG best practices; social neuroscience; non-verbal communication,Amateur photographer for > 30 years,

11/8/2022 16:14:26,Sophie Barton,@sophiebarton@mastodon.social,evolutionary neuroscience,I study the brains of working dogs and other canids using neuroimaging techniques,@Sophie_A_Barton

11/8/2022 16:52:57,Dominic Boutet,@dominic_boutet@mastodon.online,"comp neuro across scales, neuroimaging & related, ML driven model calibration/inference, dynamical systems, neuroAI, & many more","Neurosience & CS at McGill. Looking to keep up to date on exciting new research in all neuro, math, ML, AI, etc. fields. Big fan of interdisciplinary research!",@dominic_boutet

11/8/2022 17:24:08,Mildred Salgado-Menez,@milleire@mas.to,"electrophysiology, perception, systems neuroscience, computational neuroscience",mexican,@milleire

11/8/2022 17:30:02,David Kimhy,@drdkimhy@mastodon.social,"Schizophrenia, Cognitive neuroscience, BDNF, Affective neuroscience, emotion regulation ",,@DrDKimhy

11/8/2022 17:37:50,Leo Fernandino,@lfernandino@mastodon.online,"cognition, fMRI, language, concept representation",,@lfernandino

11/8/2022 22:27:01,Daniel Muller-Komorowska,@danielmk@mastodon.world,"spiking neural networks, energy efficient computing, memory replay",,@scidanm

11/9/2022 0:25:48,Sama,@sama@sigmoid.social,"deep learning, machine learning",,

11/9/2022 2:02:12,Tommy Clausner,@tommy@mastodon.world,"EEG, MEG, oscillations, neural networks ",PhD student based in Lyon ,@tommysi2

11/9/2022 2:27:50,Kasia bera ,@scullingmonkey@med-mastodon.com,Neuroimmunology (though slowly drifting involuntarily away),"Neuroimmunology PhD turned medic, still trying to do research ",@scullingmonkey

11/9/2022 3:52:40,Xianhui He,@xianhuihe@mastodon.sdf.org,"ieeg, oscillations, transcranial electrical stimulation","master student of cognitive neuroscience at the Zhejiang University (2021-2024), prospective PhD student in 2024 fall",@xianhui_he

11/9/2022 4:04:45,David Meder,@dav_meder@fediscience.org,"MRI, reinforcement learning, Parkinsons, dopamine, noradrenaline",,@dav_meder

11/9/2022 5:34:57,Uli Hofmann,@kraweel65@norden.social,"DBS, neuroinflammation, nanoparticles, implants, electrical and alternative stimulation","he/him, married with children, long distance commuter, Bavarian in diaspora, SCUBA, hobby furniture builder, NSU Max 1953",@ulrich_hofmann

11/9/2022 5:48:41,Anna Schapiro,@annaschapiro@mastodon.online,"hippocampus, neural network modeling, learning, memory, sleep, human, neuroimaging",,@AnnaSchapiro

11/9/2022 5:57:52,Weronika Wojtak,@wwojtak@fediscience.org,"scientific ml, computational neuroscience, cognitive robotics",Postdoc at University of Minho,@w_wojtak

11/9/2022 6:21:56,Vishal Rawji,@vish_rawji@scicomm.xyz,"motor control, movement disorders, TMS, HD-EMG, motor units, non-invasive brain stimulation",,@vishrawji

11/9/2022 9:05:45,Adeel Razi,@adeelrazi@mastodon.social,"Neuroimaging, neuroAI, active inference ",Academic at Monash University. My research at www.adeelrazi.org,@adeelrazi

11/9/2022 9:28:58,David Gruskin,@davidgruskin@fediscience.org,"decision-making, mouse fMRI, layer fMRI",,@DavidCGruskin

11/9/2022 10:03:31,Kangjoo Lee,@kangjoolee@fediscience.org,"fMRI, EEG, MEG, TMS, PET, network, connectivity, schizophrenia, depression, epilepsy",,https://twitter.com/Kangjoo_Lee_

11/9/2022 11:35:11,Michael Bach,@michaelbach@fediscience.org,"vision, illusions, electrophysiology",https://michaelbach.de,https://twitter.com/MichaelBach99/with_replies

11/9/2022 12:02:16,Kira Poskanzer,@KiraPoskanzer@universeodon.com,"astrocytes, glia, cortical circuits, oscillations, sleep, attention, imaging, evolution",,@KiraPoskanzer

11/9/2022 12:18:00,Vitaly Lerner ,@vitalylerner@fediscience.org,"ephys, patch-clamp, gapjunctions, vision, depth perception, optigenetics",,@LernerVitaly

11/9/2022 12:43:37,Gaia Molinaro,@gaiamolinaro@qoto.org,"cognitive science, computational cognitive neuroscience, reinforcement learning",,@gaia_molinaro

11/9/2022 13:07:30,Anil Seth,@anilkseth@mastodon.online,"consciousness, emergence, computational phenomenology, predictive processing ","Neuroscientist: consciousness, perception, & dreamachines. TED speaker, & author: Being You - A New Science of Consciousness. Currently #LongCovid",@anilkseth

11/9/2022 13:27:23,Richard Barrett-Jolley,@RBJ@mastodon.cloud,"Patch clamp electrophysiology, ion channels","Neuropharmacology, animal behaviour",@RichardBJ1

11/9/2022 13:52:33,Klaus Gramann,@MobileBrainImaging@mastodon.top,"EEG, mobile brain imaging, embodied cognitive neuroscience, spatial cognition",,@KlausGramann

11/9/2022 22:47:22,Paula T Kuokkanen,@paula@mastodon.green,"auditory, brainstem, EEG, field potentials","PI in Berlin HU, Germany",@KuokkanenPaula@twitter.com

11/10/2022 2:42:56,Fidel Alfaro Almagro,@NeuroFidelity@nobigtech.es,"Neuroinformatics, Neuroimaging, UK Biobank",,@NeuroFidelity

11/10/2022 6:58:46,Hussaini Lab,@hussainilab@qoto.org,"neurodegeneration, Alzheimer's disease, in vivo electrophysiology",Trying to understand the mechanism underlying memory loss.,@HussainiLab

11/10/2022 7:22:36,David Moorman,@DavidMoorman@fediscience.org,"Systems, Behavioral, Cognitive, Translational",,@DavidEMoorman

11/10/2022 8:39:05,Maxine Sherman,@maxine_sherman@fediscience,"metacognition, perception, consciousness",,@maxine_sherman

11/10/2022 14:11:33,c4t_m4n_d00,@c4t_m4n_d00@mstdn.party,cognitive neuroscience,"indepedent researcher, tactile aide designer",@phyllotacticsp1

11/10/2022 14:47:48,Fanny Cazettes ,@fannycazttes@mastodon.online,Systems neuroscience ,Tenured researcher at CNRS,@fannycazettes

11/10/2022 16:43:09,Aaron Wong,@aaronlwong@fediscience.org,"motor learning, motor control, neurological disorders",Scientist at Moss Rehabilitation Research Institute ,@WongAaronL

11/10/2022 16:58:10,Caroline Nettekoven,@carobellum@fediscience.org,"cerebellum, brain stimulation, neuroimaging, fmri, Magnetic Resonance Spectroscopy, Cognition,  Network Science","I am a neuroscientist at the University of Cambridge. I am interested in how different brain regions work together to achieve complex behaviours and how local neurochemistry underpins this interaction.

I study functional connectivity of the healthy human brain and disrupted connectivity in neurodevelopmental disorders, using multimodal neuroimaging and brain stimulation techniques. I have a particular interest in the cerebellum.

During my doctoral work at the University of Oxford, I showed that intrinsic connectivity in the cerebellum, a major node of the motor network, changes through motor adaptation in a performance-relevant manner. I also found that cortico-cerebellar connectivity change during adaptation correlates with retention of this adaptive motor memory: The more connectivity decreases between the primary motor cortex and the cerebellum, the more people retain adapted movements. These connectivity changes are related to neurochemical concentration levels in the cerebellum and in the primary motor cortex, suggesting a direct link between local neurochemical concentration, functional connectivity and behaviour in humans.

In my postdoctoral research at the University of Cambridge and the Alan Turing Institute, I focus on altered connectivity in developmental disorders. Here, I use network analysis and graph theory to study the role of incoherent language in psychotic disorders. Specifically, I apply natural language processing algorithms to language data from people with mental health conditions, with the aim of predicting diagnosis and clinical outcome and understanding the neural basis of disordered language in these conditions.",@carobellum

11/10/2022 18:11:23,Marie McNeely,@phdmarie@qoto.org,"neurorehabilitation, Parkinson's disease, neurodegenerative disease, brain stimulation, motor control","I'm interested in neuroscience, rehabilitation, and science communication, and I host the People Behind the Science podcast. ",@phdmarie

11/10/2022 19:07:55,Wenxuan Guo,@wellcath@moresci.sale,"computational visual neuroscience, face perception, fmri",PhD candidate at Columbia University,@wenxuan_guo_

11/10/2022 19:29:00,Ryan Daley,@daleyrb@fediscience.org,"cognitive neuroscience, fMRI, RSFC","memory, aging, morality",@RT_Daley

11/10/2022 20:12:20,Charan Ranganath,@charanranganath@mastodon.social,"memory, learning, fmri, eeg, intracranial, oscillations, computational, neuroscience, hippocampus, prefrontal, network","Director, UC Davis Memory and Plasticity Program
Professor, UC Davis Center for Neuroscience & Department of Psychology
#Memory #Cognitive #Neuroscience #Psychology #fMRI #EEG #Postpunk
Guitars/Vocals: http://ch-ra.bandcamp.com http://crookedstar.bandcamp.com",https://twitter.com/CharanRanganath

11/10/2022 21:04:05,Christos Constantinidis ,@c_constan@mastodon.social,"deep brain stimulation, neuroengineering, oscillations",,

11/10/2022 21:45:30,Marc Sommer,@Neurocircuits@mastodon.online,"systems neuroscience, non-human primates, eye movements, cognition","Biomedical Engineering, Duke University",@Neurocircuits

11/11/2022 0:58:43,Valentina Borghesani,@vborghesani@scholar.social,"cognitive neuroscience, clinical neuroscience, language, neuroimaging, semantics","Assistant professor at UNIGE, PI of the NOCE lab https://noce-lab.github.io/",@vborghesani

11/11/2022 2:26:57,Benjamin J Griffiths,@b_j_griffiths@fediscience.org,memory; oscillations; EEG; MEG,"Leverhulme Early Career Fellow at the CHBH, Birmingham UK. Interested in all things involving memory and the brain. He/him.",@b_j_griffiths

11/11/2022 2:29:44,Christian Schnell,@NeuroSchnell@fediscience.org,All,Scientific Editor at Cell Reports,@NeuroSchnell

11/11/2022 4:02:43,Giulio Gabrieli,@gabrock94@fosstodon.org ,"EEG, Spinal cord recordings, signal processing; physiology;",Postdoctoral Researcher at Italian Institute of Technology.  ,gabrock94

11/11/2022 5:14:33,Athanasia Mo Mowinckel,@Drmowinckels@fosstodon.org,"lifespan human cognition, R for neuroscience, memory","Staff scientist and RSE, mainly developing tools to increase workflow and producivity",@drmowinckels

11/11/2022 5:15:14,Megan Carey,@megancarey@mastodon.social,"cerebellum, neural circuits, motor control, learning",Group Leader at Champalimaud,@meganinlisbon

11/11/2022 5:33:16,Mark Laubach,@marklaubach@mastodon.social,"frontal cortex, learning, decision making, multielectrode recordings, opensource tools",Professor of Neuroscience at American University; our lab runs the OpenBehavior project,@laubach_mark

11/11/2022 6:13:27,Carolina Rezaval,@crezaval@drosophila.social,"drosophila, neuroscience, action-selection, decision-making","Professor of Neurobiology. Birmingham University, UK. Investigating how animals make decisions during conflicting situations.",@crezaval

11/11/2022 6:18:39,Daniela Buchwald,@Littleprimate@mastodon.art,"Somatosensation, motor control, movements,  hand control, bci, primate neuroscience, computational neuroscience","PhD in Neuroscience, now in Prosthetics Industry",@LittlePrimate

11/11/2022 7:19:28,Luc Berthouze,@lucberthouze@mathstodon.xyz,"oscillations, synchronization, criticality, network neuroscience, motor neuroscience",,@lucberthouze

11/11/2022 7:27:47,Helena Gellersen,@helenagellersen@fediscience.org,"cognition, memory, neuroimaging, aging, Alzheimer's disease",book author,@HGellersen

11/11/2022 8:06:05,Sarah Tashjian,@TashjianSM@mastodon.online,"affective neuroscience, developmental psychology, fmri, safety, threat",Assistant Professor University of Melbourne,@TashjianSM

11/11/2022 8:27:25,Jayme McReynolds,@Drjayme@fediscience.org,"Behavioral neuroscience, stress, addiction, learning and memory",,@mcreynoldsjayme

11/11/2022 8:34:07,Earl K. Miller,@ekmiller@fediscience.org,"Cognitive Neuroscience, oscillations, systems neuroscience",Picower Professor of Neuroscience @ MIT,@MllerLabMIT

11/11/2022 8:41:58,Felix Baier,@felixbaier@mas.to,"Systems neuroscience, comparative neuroscience",Postdoc with Gilles Laurent at the Max Planck Institute for Brain Research,@felix_baier

11/11/2022 9:28:03,Dick Passingham,@dickretired@toot.community," neuroanatomy, neurophysiology, neuropsychology, fMRI, MEG",Emeritus Professor of Cognitive Neuroscience,@dickretired

11/11/2022 10:11:31,Filip Van Opstal,@FilipVanOpstal@akademienl.social,Cognitive neuroscience,Assistant professor at University of Amsterdam,@FilipOpstal

11/11/2022 11:30:27,Johannes Passecker,@JohannesPassecker@fediscience.org,"Circuits, Cognition, ML, Decision-making, Psychiatry, Prefrontal Cortex,",Asst. Prof & System Neuroscientist exploring Neuropsychiatric Disorders in Austria,@neuralethes

11/11/2022 12:00:00,Cat Camacho,@catcamacho@mastodon.social,"emotion, perception, cognitive development, depression, anxiety, early environments",Postdoc at WashU in St. Louis studying early emotional neurodevelopment,@CatCamachoNeuro

11/11/2022 13:42:38,Antonio Lozano,@antoniolozano@sigmoid.social,"neuroengineering, visual neuroprosthesis, deep learning, computer vision, electrophysiology, translational and clinical neuroscience ",Posdoc at Pieterâs Roelfsema lab,@AntonioLozanoDL

11/11/2022 18:27:04,Bharath Talluri,@BharathTalluri@fediscience.org,"Decision making, Visual perception, Systems Neuroscience","Postdoctoral fellow at Laboratory of Sensorimotor Research, NIH, USA",https://twitter.com/BharathTalluri

11/11/2022 19:18:14,Caesar Ekya,@CaesarEkya@fediscience.org,"Vision, Attention, Cognition, Religion, Neurotheology, Neurospirituality",,@CaesarEkya

11/11/2022 23:30:50,Rahul Venugopal,@rhlvenugopal@mindly.social,"Consciousness, Interoception, Oscillations, Neuromodulation, Sleep, Meditation, Working memory","Center for Consciousness Studies, NIMHANS, India",@rhlvenugopal

11/12/2022 3:50:27,Robin Gutzen,@rgutzen@mstdn.social,"computational neuroscience, cortical waves, statistical testing, open-source software",,https://twitter.com/rgutzen

11/12/2022 4:03:36,Omer Sharon,@omersharon@mastodon.world,"Sleep, oscillations, Alzheimer, EEG, fMRI, memory, emotion, forgetting, aging, tau",Postdoc at the center for human sleep science at UC Berkeley. Studying sleep and aging,@omerxsharon

11/12/2022 4:07:12,Pandelis,@ppandelis@fediscience.org,"Interoception, hearbeat evoked potential",,@ppandelis

11/12/2022 4:39:10,Ale Santuz,@alesantuz@fediscience.org,"locomotion, motor control, proprioception, biomechanics, electromyography ",My research is focused on the neural control of locomotion through sensory feedback in mice and humans. I use special treadmills and mouse genetics to produce external and internal perturbations during locomotion and linear/nonlinear analysis tools to investigate how the central nervous system controls muscles and uses proprioceptive sensory feedback for the production of robust locomotion.,alesantuz

11/12/2022 5:22:01,Human Technopole ,@humantechnopole@mstdn.science,"Neurogenomics, organoids, genomics",Life science Institute ,@humantechnopole

11/12/2022 6:14:27,Rhodri Cusack,@rhodricusack@mastodon.ie,"infant cognition, neuroimaging, fMRI, perinatal brain injury",Neuroscientist at Trinity College Dublin,@rhodricusack

11/12/2022 8:45:58,Trevor T Perry,@ttpphd@mastodon.social,"auditory, audiology, hearing loss, neural representations, speech understanding",Early career,

11/12/2022 9:49:11,Michael Berger,@MichaB@socialclub.nyc,"Natural Behavior, Motor Control, Facial Expression",,@__MichaB__

11/12/2022 13:31:40,Sabina Srokova ,@SabinaSrokova@fediscience.org,Cognitive Neuroscience of Memory and Aging,UT Dallas,@sabina_srokova

11/12/2022 13:48:16,Nicholas Christopher-Hayes,@nichrishayes@qoto.org,"cognitiveneuroscience, memory, development, aging, MRI, MEG","#FirstGen Doctoral Student (Y2)
Memory and Development Lab
UC Davis CMB, CNS
previously DiconLab",@nichola_neuro

11/12/2022 16:28:04,Tavonga,,,I'm a medical student hoping to venture into biomedical engineering and neurotechnology in the future ,@thmm_zw

11/12/2022 18:27:18,Dimitra Maoutsa,@_dim_ma_@scholar.social,"Computational neuroscience, dynamical systems",,@_dim_ma_

11/12/2022 20:13:22,Barbara Shinn-Cunningham,@bgsc@fediscience.org,"Auditory, hearing, eeg, fMRI, fNIRS",Carnegie Mellon University,@ShinnCunningam

11/13/2022 1:09:58,Paola SgadÃ²,@sgadop@mstdn.social,"neurobiology, animal cognition, social cognition",,@sgadop

11/13/2022 6:11:19,Denis A. Engemann,@dngman@fediscience.org,"biomarker, EEG, MEG, machine learning, foss",,@dngman

11/13/2022 7:15:19,Laurent Perrinet,@laurentperrinet@scholar.social,"Computational neuroscience, spiking neural networks, machine learning",Www: https://laurentperrinet.github.io/,laurentperrinet

11/13/2022 16:50:39,Peter Kirk,@peterakirk@mastodon.online,"Anxiety, Depression, Mental Health, Psychophysiology, Movie fMRI ",,@peterakirk

11/13/2022 16:59:02,Duke Han,@sdukehan@med-mastodon.com,"cognitive aging, decision making, Alzheimerâs Disease",,@sdukehan

11/14/2022 0:15:29,Nicolas Barascud,@nbara@sigmoid.social,"brain-computer interfaces, neurofeedback, machine learning, EEG, MEG",,lebababa

11/14/2022 0:39:15,Zhaoning Li,@lizhn7@sciences.social,social neuroscience,"PhD student in Social Psychology. UM ð²ð´ I B.E. & M.E. SYSU ð¨ð³ I #SocialCognition, #SocialNeuroscience ð§ , #Mentalising (#è¯»å¿æ¯), ð¤ #ArtificialSocialIntelligence (#ASI) ð¤ I #Firstgen",@lizhn7

11/14/2022 20:20:24,Chris Madan,@cmadan@scholar.social,"cognition, memory, decision making, computational, brain structure",University of Nottingham,@cmadan

11/14/2022 20:31:25,Robert Guggenberger,@agricolab@scholar.social,"Brain stimulation, EEG, TMS, VNS, FES, software engineering, metaethics",,agricolab

11/15/2022 0:01:47,Johannes Leugering,@Johannes_Leugering@fediscience.org,"neuromorphic computing, theoretical neuroscience, dendritic computation",Working as Chief Scientist at Fraunhofer IIS,@JoLeugering

